input,time,language,algorithm
31000,4410,C,merge_iterative
31000,4356,C,merge_iterative
31000,4274,C,merge_iterative
31000,4279,C,merge_iterative
32000,4504,C,merge_iterative
32000,4400,C,merge_iterative
32000,4396,C,merge_iterative
32000,4341,C,merge_iterative
32000,4341,C,merge_iterative
32000,4390,C,merge_iterative
32000,4347,C,merge_iterative
32000,4399,C,merge_iterative
32000,4517,C,merge_iterative
32000,4440,C,merge_iterative
33000,4646,C,merge_iterative
33000,4961,C,merge_iterative
33000,4911,C,merge_iterative
33000,4835,C,merge_iterative
33000,4949,C,merge_iterative
33000,4707,C,merge_iterative
33000,4705,C,merge_iterative
33000,4733,C,merge_iterative
33000,4661,C,merge_iterative
33000,4722,C,merge_iterative
34000,4803,C,merge_iterative
34000,4783,C,merge_iterative
34000,4828,C,merge_iterative
34000,4771,C,merge_iterative
34000,4917,C,merge_iterative
34000,4826,C,merge_iterative
34000,4874,C,merge_iterative
34000,4796,C,merge_iterative
34000,5179,C,merge_iterative
34000,4812,C,merge_iterative
35000,5183,C,merge_iterative
35000,4908,C,merge_iterative
35000,4961,C,merge_iterative
35000,4972,C,merge_iterative
35000,5134,C,merge_iterative
35000,4962,C,merge_iterative
35000,4907,C,merge_iterative
35000,4913,C,merge_iterative
35000,4967,C,merge_iterative
35000,4911,C,merge_iterative
36000,5122,C,merge_iterative
36000,5185,C,merge_iterative
36000,5034,C,merge_iterative
36000,5117,C,merge_iterative
36000,5469,C,merge_iterative
36000,5027,C,merge_iterative
36000,5189,C,merge_iterative
36000,5040,C,merge_iterative
36000,5174,C,merge_iterative
36000,5130,C,merge_iterative
37000,5178,C,merge_iterative
37000,5229,C,merge_iterative
37000,5184,C,merge_iterative
37000,5261,C,merge_iterative
37000,5181,C,merge_iterative
37000,5178,C,merge_iterative
37000,5238,C,merge_iterative
37000,5288,C,merge_iterative
37000,5194,C,merge_iterative
37000,5618,C,merge_iterative
38000,5429,C,merge_iterative
38000,5664,C,merge_iterative
38000,5384,C,merge_iterative
38000,5362,C,merge_iterative
38000,5367,C,merge_iterative
38000,5298,C,merge_iterative
38000,5367,C,merge_iterative
38000,5306,C,merge_iterative
38000,5443,C,merge_iterative
38000,5309,C,merge_iterative
39000,5426,C,merge_iterative
39000,5508,C,merge_iterative
39000,5622,C,merge_iterative
39000,5545,C,merge_iterative
39000,5650,C,merge_iterative
39000,5520,C,merge_iterative
39000,5748,C,merge_iterative
39000,5502,C,merge_iterative
39000,5564,C,merge_iterative
39000,5510,C,merge_iterative
40000,5667,C,merge_iterative
40000,5646,C,merge_iterative
40000,5648,C,merge_iterative
40000,5586,C,merge_iterative
40000,5581,C,merge_iterative
40000,5689,C,merge_iterative
40000,5743,C,merge_iterative
40000,5644,C,merge_iterative
40000,6053,C,merge_iterative
40000,5634,C,merge_iterative
41000,6034,C,merge_iterative
41000,5864,C,merge_iterative
41000,5812,C,merge_iterative
41000,6027,C,merge_iterative
41000,5837,C,merge_iterative
41000,5774,C,merge_iterative
41000,5959,C,merge_iterative
41000,5827,C,merge_iterative
41000,5767,C,merge_iterative
41000,5818,C,merge_iterative
42000,5881,C,merge_iterative
42000,6171,C,merge_iterative
42000,5945,C,merge_iterative
42000,6009,C,merge_iterative
42000,5965,C,merge_iterative
42000,6097,C,merge_iterative
42000,5993,C,merge_iterative
42000,5935,C,merge_iterative
42000,5876,C,merge_iterative
42000,5938,C,merge_iterative
43000,6100,C,merge_iterative
43000,6041,C,merge_iterative
43000,6382,C,merge_iterative
43000,6455,C,merge_iterative
43000,6250,C,merge_iterative
43000,6068,C,merge_iterative
43000,6219,C,merge_iterative
43000,6108,C,merge_iterative
43000,6210,C,merge_iterative
43000,6059,C,merge_iterative
44000,6174,C,merge_iterative
44000,6129,C,merge_iterative
44000,6220,C,merge_iterative
44000,6318,C,merge_iterative
44000,6284,C,merge_iterative
44000,6307,C,merge_iterative
44000,6261,C,merge_iterative
44000,6444,C,merge_iterative
44000,6171,C,merge_iterative
44000,6229,C,merge_iterative
45000,6363,C,merge_iterative
45000,6331,C,merge_iterative
45000,6509,C,merge_iterative
45000,6330,C,merge_iterative
45000,6276,C,merge_iterative
45000,6410,C,merge_iterative
45000,6301,C,merge_iterative
45000,6345,C,merge_iterative
45000,6359,C,merge_iterative
45000,6353,C,merge_iterative
46000,6693,C,merge_iterative
46000,6845,C,merge_iterative
46000,6751,C,merge_iterative
46000,6601,C,merge_iterative
46000,6563,C,merge_iterative
46000,6479,C,merge_iterative
46000,6416,C,merge_iterative
46000,6534,C,merge_iterative
46000,6429,C,merge_iterative
46000,6490,C,merge_iterative
47000,6695,C,merge_iterative
47000,6647,C,merge_iterative
47000,6692,C,merge_iterative
47000,6798,C,merge_iterative
47000,6779,C,merge_iterative
47000,6606,C,merge_iterative
47000,6629,C,merge_iterative
47000,6628,C,merge_iterative
47000,6582,C,merge_iterative
47000,6677,C,merge_iterative
48000,6705,C,merge_iterative
48000,6758,C,merge_iterative
48000,6744,C,merge_iterative
48000,6833,C,merge_iterative
48000,6855,C,merge_iterative
48000,6987,C,merge_iterative
48000,6787,C,merge_iterative
48000,6750,C,merge_iterative
48000,6789,C,merge_iterative
48000,6749,C,merge_iterative
49000,6830,C,merge_iterative
49000,6896,C,merge_iterative
49000,6830,C,merge_iterative
49000,7029,C,merge_iterative
49000,6847,C,merge_iterative
49000,7089,C,merge_iterative
49000,6880,C,merge_iterative
49000,7062,C,merge_iterative
49000,7110,C,merge_iterative
49000,6960,C,merge_iterative
0,0,C,merge_iterative
