time,input,algorithm,implementation,language,dummy
0.002054,31000,linear_search,iterative,Python,-1
0.000907,31000,linear_search,iterative,Python,13492
0.001986,31000,linear_search,iterative,Python,-1
0.001026,31000,linear_search,iterative,Python,15124
0.001583,31000,linear_search,iterative,Python,23472
0.001445,31000,linear_search,iterative,Python,21362
0.000349,31000,linear_search,iterative,Python,5011
0.001986,31000,linear_search,iterative,Python,-1
0.001953,31000,linear_search,iterative,Python,-1
0.001386,31000,linear_search,iterative,Python,20261
0.002094,32000,linear_search,iterative,Python,-1
0.002051,32000,linear_search,iterative,Python,-1
0.000031,32000,linear_search,iterative,Python,268
0.000156,32000,linear_search,iterative,Python,2235
0.002114,32000,linear_search,iterative,Python,-1
0.002064,32000,linear_search,iterative,Python,-1
0.000699,32000,linear_search,iterative,Python,10425
0.002044,32000,linear_search,iterative,Python,-1
0.002041,32000,linear_search,iterative,Python,-1
0.002048,32000,linear_search,iterative,Python,-1
0.002117,33000,linear_search,iterative,Python,-1
0.001435,33000,linear_search,iterative,Python,21478
0.002004,33000,linear_search,iterative,Python,28389
0.002269,33000,linear_search,iterative,Python,-1
0.002262,33000,linear_search,iterative,Python,-1
0.001055,33000,linear_search,iterative,Python,14014
0.000902,33000,linear_search,iterative,Python,13237
0.000795,33000,linear_search,iterative,Python,11820
0.002175,33000,linear_search,iterative,Python,-1
0.002117,33000,linear_search,iterative,Python,-1
0.002028,34000,linear_search,iterative,Python,29467
0.002145,34000,linear_search,iterative,Python,-1
0.000997,34000,linear_search,iterative,Python,14903
0.002204,34000,linear_search,iterative,Python,33953
0.002227,34000,linear_search,iterative,Python,-1
0.002177,34000,linear_search,iterative,Python,-1
0.002185,34000,linear_search,iterative,Python,-1
0.001249,34000,linear_search,iterative,Python,18636
0.001415,34000,linear_search,iterative,Python,20101
0.002196,34000,linear_search,iterative,Python,-1
0.002262,35000,linear_search,iterative,Python,-1
0.002267,35000,linear_search,iterative,Python,-1
0.002257,35000,linear_search,iterative,Python,-1
0.000180,35000,linear_search,iterative,Python,2434
0.002311,35000,linear_search,iterative,Python,-1
0.000716,35000,linear_search,iterative,Python,10126
0.002294,35000,linear_search,iterative,Python,-1
0.002417,35000,linear_search,iterative,Python,-1
0.002289,35000,linear_search,iterative,Python,30650
0.000315,35000,linear_search,iterative,Python,4577
0.002359,36000,linear_search,iterative,Python,-1
0.000352,36000,linear_search,iterative,Python,4908
0.002162,36000,linear_search,iterative,Python,31517
0.001902,36000,linear_search,iterative,Python,28174
0.002361,36000,linear_search,iterative,Python,-1
0.002307,36000,linear_search,iterative,Python,-1
0.001541,36000,linear_search,iterative,Python,22083
0.001562,36000,linear_search,iterative,Python,23491
0.002362,36000,linear_search,iterative,Python,-1
0.000578,36000,linear_search,iterative,Python,8252
0.002148,37000,linear_search,iterative,Python,31655
0.002003,37000,linear_search,iterative,Python,29744
0.000855,37000,linear_search,iterative,Python,11987
0.002336,37000,linear_search,iterative,Python,-1
0.002412,37000,linear_search,iterative,Python,-1
0.000630,37000,linear_search,iterative,Python,8947
0.001115,37000,linear_search,iterative,Python,16388
0.002369,37000,linear_search,iterative,Python,-1
0.002122,37000,linear_search,iterative,Python,30455
0.000620,37000,linear_search,iterative,Python,9150
0.000598,38000,linear_search,iterative,Python,8468
0.002400,38000,linear_search,iterative,Python,-1
0.002176,38000,linear_search,iterative,Python,31438
0.002417,38000,linear_search,iterative,Python,-1
0.001646,38000,linear_search,iterative,Python,24044
0.002421,38000,linear_search,iterative,Python,-1
0.002512,38000,linear_search,iterative,Python,-1
0.002457,38000,linear_search,iterative,Python,-1
0.002495,38000,linear_search,iterative,Python,-1
0.000360,38000,linear_search,iterative,Python,5209
0.002535,39000,linear_search,iterative,Python,-1
0.001203,39000,linear_search,iterative,Python,17657
0.000644,39000,linear_search,iterative,Python,9421
0.002507,39000,linear_search,iterative,Python,-1
0.002576,39000,linear_search,iterative,Python,-1
0.001177,39000,linear_search,iterative,Python,17512
0.000616,39000,linear_search,iterative,Python,9019
0.002491,39000,linear_search,iterative,Python,-1
0.002578,39000,linear_search,iterative,Python,-1
0.002159,39000,linear_search,iterative,Python,32610
0.002604,40000,linear_search,iterative,Python,-1
0.000995,40000,linear_search,iterative,Python,13259
0.002005,40000,linear_search,iterative,Python,29660
0.000879,40000,linear_search,iterative,Python,13319
0.002395,40000,linear_search,iterative,Python,34210
0.002629,40000,linear_search,iterative,Python,35988
0.001075,40000,linear_search,iterative,Python,15801
0.002201,40000,linear_search,iterative,Python,33537
0.002593,40000,linear_search,iterative,Python,-1
0.000386,40000,linear_search,iterative,Python,5037
0.002680,41000,linear_search,iterative,Python,-1
0.001557,41000,linear_search,iterative,Python,22403
0.002647,41000,linear_search,iterative,Python,-1
0.002830,41000,linear_search,iterative,Python,-1
0.001450,41000,linear_search,iterative,Python,19119
0.001099,41000,linear_search,iterative,Python,16608
0.000134,41000,linear_search,iterative,Python,1776
0.000538,41000,linear_search,iterative,Python,7981
0.000208,41000,linear_search,iterative,Python,2869
0.002606,41000,linear_search,iterative,Python,-1
0.002760,42000,linear_search,iterative,Python,-1
0.002916,42000,linear_search,iterative,Python,-1
0.000624,42000,linear_search,iterative,Python,8588
0.001566,42000,linear_search,iterative,Python,23766
0.002746,42000,linear_search,iterative,Python,-1
0.002348,42000,linear_search,iterative,Python,36142
0.002759,42000,linear_search,iterative,Python,-1
0.002565,42000,linear_search,iterative,Python,38872
0.002742,42000,linear_search,iterative,Python,-1
0.002563,42000,linear_search,iterative,Python,39079
0.001307,43000,linear_search,iterative,Python,18954
0.002763,43000,linear_search,iterative,Python,-1
0.002085,43000,linear_search,iterative,Python,29688
0.002769,43000,linear_search,iterative,Python,-1
0.000204,43000,linear_search,iterative,Python,2776
0.002754,43000,linear_search,iterative,Python,-1
0.002898,43000,linear_search,iterative,Python,42722
0.002733,43000,linear_search,iterative,Python,-1
0.002857,43000,linear_search,iterative,Python,40610
0.002768,43000,linear_search,iterative,Python,-1
0.002792,44000,linear_search,iterative,Python,41139
0.002779,44000,linear_search,iterative,Python,-1
0.002872,44000,linear_search,iterative,Python,-1
0.002855,44000,linear_search,iterative,Python,-1
0.002860,44000,linear_search,iterative,Python,-1
0.002839,44000,linear_search,iterative,Python,-1
