time,input,algorithm,implementation,language,dummy
13.927485,18000,insertion_sort,iterative,Python,0
15.632651,19000,insertion_sort,iterative,Python,0
15.723583,19000,insertion_sort,iterative,Python,0
15.562580,19000,insertion_sort,iterative,Python,0
15.741018,19000,insertion_sort,iterative,Python,0
18.873484,19000,insertion_sort,iterative,Python,0
18.131266,19000,insertion_sort,iterative,Python,0
16.226774,19000,insertion_sort,iterative,Python,0
17.438473,19000,insertion_sort,iterative,Python,0
15.564788,19000,insertion_sort,iterative,Python,0
17.253261,19000,insertion_sort,iterative,Python,0
17.273553,20000,insertion_sort,iterative,Python,0
19.521619,20000,insertion_sort,iterative,Python,0
17.320191,20000,insertion_sort,iterative,Python,0
18.289695,20000,insertion_sort,iterative,Python,0
17.243163,20000,insertion_sort,iterative,Python,0
18.903661,20000,insertion_sort,iterative,Python,0
17.469490,20000,insertion_sort,iterative,Python,0
17.490983,20000,insertion_sort,iterative,Python,0
17.455870,20000,insertion_sort,iterative,Python,0
20.285503,20000,insertion_sort,iterative,Python,0
19.125161,21000,insertion_sort,iterative,Python,0
22.068580,21000,insertion_sort,iterative,Python,0
19.001852,21000,insertion_sort,iterative,Python,0
19.941804,21000,insertion_sort,iterative,Python,0
23.068831,21000,insertion_sort,iterative,Python,0
21.200378,21000,insertion_sort,iterative,Python,0
19.131182,21000,insertion_sort,iterative,Python,0
19.103847,21000,insertion_sort,iterative,Python,0
19.566236,21000,insertion_sort,iterative,Python,0
18.996762,21000,insertion_sort,iterative,Python,0
21.658391,22000,insertion_sort,iterative,Python,0
21.066179,22000,insertion_sort,iterative,Python,0
22.797841,22000,insertion_sort,iterative,Python,0
21.043415,22000,insertion_sort,iterative,Python,0
21.855872,22000,insertion_sort,iterative,Python,0
23.093843,22000,insertion_sort,iterative,Python,0
20.863359,22000,insertion_sort,iterative,Python,0
23.375889,22000,insertion_sort,iterative,Python,0
21.906732,22000,insertion_sort,iterative,Python,0
20.923380,22000,insertion_sort,iterative,Python,0
